Location,MAC Address,Avg signal strength,"standard deviation, if applicable",sample size
Hallway 233,64:a0:e7:f8:de:32,-61.2,7.652451,10
Hallway 233,64:a0:e7:f8:de:33,-63.117645,1.7783782,17
Hallway 233,64:a0:e7:f8:de:34,-60.76923,7.370982,13
Hallway 233,64:a0:e7:f8:de:3b,-55.52941,6.81795,17
Hallway 233,64:a0:e7:f8:de:3c,-59.066666,1.2364824,15
Hallway 233,64:a0:e7:f8:de:3d,-57.47059,2.329293,17
Hallway 233,64:a0:e7:f8:de:3e,-57.6875,2.228193,16
Hallway 233,64:a0:e7:f8:de:3f,-57.411766,2.2507207,17
Hallway 233,64:a0:e7:fe:3b:e0,-75.545456,1.8763425,11
Hallway 233,64:a0:e7:fe:3b:eb,-85,0,7
Hallway 233,64:a0:e7:fe:3b:ed,-85.888885,1.6629587,9
Hallway 233,64:a0:e7:fe:3b:ee,-90,0,5
Hallway 233,64:a0:e7:fe:3b:ef,-81.53846,2.2741148,13
Hallway 233,64:a0:e7:fe:40:e0,-68,0,7
Hallway 233,64:a0:e7:fe:40:e1,-71.14286,3.0904725,7
Hallway 233,64:a0:e7:fe:40:e2,-67.61539,1.0029542,13
Hallway 233,64:a0:e7:fe:40:e3,-71,2.828427,9
Hallway 233,64:a0:e7:fe:40:e4,-67,0,7
Hallway 233,64:a0:e7:fe:40:eb,-83,0,7
Hallway 233,64:a0:e7:fe:40:ec,-82.333336,4.7140455,9
Hallway 233,64:a0:e7:fe:40:ed,-77.14286,2.948538,14
Hallway 233,64:a0:e7:fe:40:ee,-77.23529,2.2629862,17
Hallway 233,64:a0:e7:fe:40:ef,-76.21429,2.0063672,14
Hallway 233,64:a0:e7:fe:47:01,-73,0,1
Hallway 233,64:a0:e7:fe:47:03,-73,0,1
Hallway 233,64:a0:e7:fe:47:04,-86,0,1
Hallway 233,64:a0:e7:fe:47:0b,-89,0,3
Hallway 233,64:a0:e7:fe:47:0c,-86,0,3
Hallway 233,64:a0:e7:fe:47:0d,-89,0,3
Hallway 233,64:a0:e7:ff:46:f0,-60.666668,0.47140452,3
Hallway 233,64:a0:e7:ff:46:f2,-75.181816,1.402477,11
Hallway 233,64:a0:e7:ff:46:f4,-71.27273,4.453618,11
Hallway 233,64:a0:e7:ff:46:fb,-65.70588,2.1899426,17
Hallway 233,64:a0:e7:ff:46:fc,-60.466667,3.981066,15
Hallway 233,64:a0:e7:ff:46:fd,-64.117645,2.1387835,17
Hallway 233,64:a0:e7:ff:46:fe,-64.17647,2.1209126,17
Hallway 233,64:a0:e7:ff:46:ff,-64.05882,2.1820278,17
Hallway 233,ec:e1:a9:6f:a2:a0,-79.5,2.3829753,14
Hallway 233,ec:e1:a9:6f:a2:a1,-79.61539,0.48650432,13
Hallway 233,ec:e1:a9:6f:a2:a2,-80.625,1.6535946,8
Hallway 233,ec:e1:a9:6f:a2:a3,-80.09091,0.99585915,11
Hallway 233,ec:e1:a9:6f:a2:a5,-80.85714,2.2315,7
Hallway 233,ec:e1:a9:6f:a2:a6,-81.545456,2.0610516,11
Hallway 233,ec:e1:a9:6f:a2:a7,-81.2,2.5086517,15
Hallway 233,ec:e1:a9:6f:a2:a8,-80.57143,1.8405856,7
Hallway 233,ec:e1:a9:6f:a2:aa,-80,0,7
Hallway 233,ec:e1:a9:6f:a2:ab,-80.42857,2.2587698,7
Hallway 233,ec:e1:a9:6f:a2:ac,-79,0,5
Hallway 233,ec:e1:a9:6f:a2:ad,-78,0,5
Hallway 233,ec:e1:a9:6f:a2:ae,-82.42857,2.3819046,7
Hallway 233,ec:e1:a9:6f:a2:af,-80.14286,1.3552619,7
Hallway 233,ec:e1:a9:6f:b6:c3,-82,0,1
Hallway 233,f0:92:1c:9c:72:1d,-83,0,3
Hallway 233,f4:1f:c2:5a:41:b0,-74.23077,5.71306,13
Hallway 233,f4:1f:c2:5a:41:b1,-74.210526,3.155262,19
Hallway 233,f4:1f:c2:5a:41:b2,-71.888885,2.536158,18
Hallway 233,f4:1f:c2:5a:41:b3,-67.882355,3.7398074,17
Hallway 233,f4:1f:c2:5a:41:b4,-76.05882,4.844288,17
Hallway 233,f4:1f:c2:5a:41:b5,-68.875,6.333196,16
Hallway 233,f4:1f:c2:5a:41:b6,-71.933334,7.0092006,15
Hallway 233,f4:1f:c2:5a:41:b7,-76.333336,5.8953843,15
Hallway 233,f4:1f:c2:5a:41:b8,-79,2.9664795,15
Hallway 233,f4:1f:c2:5a:41:b9,-72.25,5.3443894,16
Hallway 233,f4:1f:c2:5a:41:ba,-77,4.179314,15
Hallway 233,f4:1f:c2:5a:41:bb,-79.86667,3.5188382,15
Hallway 233,f4:1f:c2:5a:41:bc,-70.05882,4.4914374,17
Hallway 233,f4:1f:c2:5a:41:bd,-74.23529,3.106528,34
Hallway 233,f4:1f:c2:5a:41:be,-72.55882,3.31832,34
Hallway 233,f4:1f:c2:5a:41:bf,-72.05882,2.979747,34
Hallway 233,f4:1f:c2:71:c4:b0,-80.166664,2.1615324,30
Hallway 233,f4:1f:c2:71:c4:b1,-81.333336,2.0184338,27
Hallway 233,f4:1f:c2:71:c4:b2,-80.96154,1.9899899,26
Hallway 233,f4:1f:c2:71:c4:b3,-80.5,3.458943,14
Hallway 233,f4:1f:c2:71:c4:b4,-78.86667,2.9634814,15
Hallway 233,f4:1f:c2:71:c4:b5,-81.17647,4.718365,17
Hallway 233,f4:1f:c2:71:c4:b6,-81.38461,3.199482,13
Hallway 233,f4:1f:c2:71:c4:b7,-81.416664,4.554455,12
Hallway 233,f4:1f:c2:71:c4:b8,-79.52941,2.4282076,17
Hallway 233,f4:1f:c2:71:c4:b9,-79.933334,2.9089897,15
Hallway 233,f4:1f:c2:71:c4:ba,-83.26667,2.0483055,15
Hallway 233,f4:1f:c2:71:c4:bb,-81.6,3.9799497,10
Hallway 233,f4:1f:c2:71:c4:bc,-85.083336,2.4309921,12
Hallway 233,f4:1f:c2:71:c4:bd,-82.04762,4.4878263,21
Hallway 233,f4:1f:c2:71:c4:be,-80.70968,2.3027835,31
Hallway 233,f4:1f:c2:71:c4:bf,-79.89655,2.3095727,29
Hallway 233,f4:1f:c2:71:da:20,-77.28571,1.9794867,7
Hallway 233,f4:1f:c2:71:da:21,-77.375,0.48412293,8
Hallway 233,f4:1f:c2:71:da:22,-76.333336,0.4714045,3
Hallway 233,f4:1f:c2:71:da:23,-77,0,5
Hallway 233,f4:1f:c2:71:da:24,-76,0,3
Hallway 233,f4:1f:c2:71:da:25,-71,0,3
Hallway 233,f4:1f:c2:71:da:26,-76.5,0.8660254,4
Hallway 233,f4:1f:c2:71:da:27,-76.5,1.118034,6
Hallway 233,f4:1f:c2:71:da:28,-78.42857,1.3997084,7
Hallway 233,f4:1f:c2:71:da:29,-73.9,1.3747727,10
Hallway 233,f4:1f:c2:71:da:2a,-73,0,7
Hallway 233,f4:1f:c2:71:da:2c,-77.375,0.48412293,8
Hallway 233,f4:1f:c2:71:da:2d,-79,0,1
Hallway 233,f4:1f:c2:71:da:2e,-77.25,1.3919411,8
Hallway 233,f4:1f:c2:71:da:2f,-74,0,3
Hallway 235,00:0f:66:31:90:ad,-84.55556,0.8314794,9
Hallway 235,02:20:f0:fa:0d:f7,-88.71429,1.3850515,14
Hallway 235,02:28:b8:ef:73:ee,-73.63158,2.1815135,19
Hallway 235,0c:27:24:51:57:50,-57.47059,3.7591867,17
Hallway 235,0c:27:24:51:57:51,-55.736843,1.6493095,19
Hallway 235,0c:27:24:51:57:52,-56.4375,3.888585,16
Hallway 235,0c:27:24:51:57:53,-56.94737,1.356221,19
Hallway 235,0c:27:24:51:57:54,-56.636364,0.48104572,11
Hallway 235,0c:27:24:51:57:5b,-72.882355,4.0421658,17
Hallway 235,0c:27:24:51:57:5c,-72.111115,4.43332,18
Hallway 235,0c:27:24:51:57:5d,-72.31579,2.363152,19
Hallway 235,0c:27:24:51:57:5e,-72.210526,2.307401,19
Hallway 235,0c:27:24:51:57:5f,-71.789474,1.9352396,19
Hallway 235,0c:27:24:69:cd:20,-72,0,1
Hallway 235,0c:27:24:69:cd:21,-78.63636,5.772548,11
Hallway 235,0c:27:24:69:cd:22,-76,0,7
Hallway 235,0c:27:24:69:cd:23,-81.42857,1.3997084,7
Hallway 235,0c:27:24:69:cd:2b,-90,0,5
Hallway 235,0c:27:24:69:cd:2d,-90,0,6
Hallway 235,0c:27:24:69:cd:2f,-89,0,4
Hallway 235,0c:27:24:8e:6b:40,-62.6,5.2,5
Hallway 235,0c:27:24:8e:6b:41,-69,0,5
Hallway 235,0c:27:24:8e:6b:42,-61,0,12
Hallway 235,0c:27:24:8e:6b:43,-66.4,3.6660607,10
Hallway 235,0c:27:24:8e:6b:44,-62.82353,1.6533495,17
Hallway 235,0c:27:24:8e:6b:4b,-78.388885,4.0433607,18
Hallway 235,0c:27:24:8e:6b:4c,-81.22222,2.73974,18
Hallway 235,0c:27:24:8e:6b:4d,-75.92308,1.9791816,13
Hallway 235,0c:27:24:8e:6b:4e,-77.3125,3.548217,16
Hallway 235,0c:27:24:8e:6b:4f,-79,2.8087165,18
Hallway 235,0c:27:24:8e:6f:c0,-68.61539,4.197773,13
Hallway 235,0c:27:24:8e:6f:c1,-70.181816,0.5749597,11
Hallway 235,0c:27:24:8e:6f:c2,-69.25,0.6614378,8
Hallway 235,0c:27:24:8e:6f:c3,-71.55556,0.8314794,9
Hallway 235,0c:27:24:8e:6f:c4,-70.833336,3.745367,18
Hallway 235,0c:27:24:8e:6f:cb,-76.57143,1.0497813,7
Hallway 235,0c:27:24:8e:6f:cc,-73.7,3.579106,10
Hallway 235,0c:27:24:8e:6f:cd,-75.63158,2.410733,19
Hallway 235,0c:27:24:8e:6f:ce,-76.10526,2.7509756,19
Hallway 235,0c:27:24:8e:6f:cf,-76.26316,2.8067985,19
Hallway 235,0c:27:24:8e:8b:10,-86,0,1
Hallway 235,0c:27:24:8e:8b:13,-88,0,6
Hallway 235,0c:27:24:8e:8f:20,-77,1.8708287,12
Hallway 235,0c:27:24:8e:8f:21,-80.6,2.8000002,10
Hallway 235,0c:27:24:8e:8f:22,-76,0,5
Hallway 235,0c:27:24:8e:8f:23,-71,0,3
Hallway 235,0c:27:24:8e:8f:24,-76,0,5
Hallway 235,0c:27:24:aa:55:bd,-90,0,1
Hallway 235,0c:27:24:ab:3b:40,-83,0,3
Hallway 235,0c:27:24:ab:3b:4e,-84,0,2
Hallway 235,0c:27:24:ab:3b:4f,-84,0,2
Hallway 235,14:dd:a9:8a:cf:08,-84,0,3
Hallway 235,24:a2:e1:ea:c7:f4,-74.947365,1.356221,19
Hallway 235,24:a2:e1:ea:c7:f5,-86,0,3
Hallway 235,30:b5:c2:b2:5c:dd,-80.57895,1.1839181,19
Hallway 235,30:b5:c2:b2:5c:de,-61.38889,2.4526381,18
Hallway 235,42:72:e8:df:8d:fc,-83.8421,1.5308462,19
Hallway 235,58:97:bd:31:04:60,-61.6,2.751969,15
Hallway 235,58:97:bd:31:04:61,-67.583336,2.871072,12
Hallway 235,58:97:bd:31:04:62,-64.8,4.0857472,15
Hallway 235,58:97:bd:31:04:63,-65,0,5
Hallway 235,58:97:bd:31:04:64,-64.17647,1.854574,17
Hallway 235,58:97:bd:31:04:6b,-67.82353,1.8545743,17
Hallway 235,58:97:bd:31:04:6c,-70.73684,3.1429472,19
Hallway 235,58:97:bd:31:04:6d,-70.31579,3.2935762,19
Hallway 235,58:97:bd:31:04:6e,-69.947365,2.76203,19
Hallway 235,58:97:bd:31:04:6f,-70,2.8469744,19
Hallway 235,58:97:bd:38:00:00,-77.8125,1.6286018,16
Hallway 235,58:97:bd:38:00:01,-78.625,2.2325714,16
Hallway 235,58:97:bd:38:00:02,-77,0,5
Hallway 235,58:97:bd:38:00:03,-77.57895,2.9256723,19
Hallway 235,58:97:bd:38:00:04,-77,0,5
Hallway 235,58:97:bd:38:00:0b,-85.6,3.342654,15
Hallway 235,58:97:bd:38:00:0c,-88.35714,1.3420209,14
Hallway 235,58:97:bd:38:00:0d,-87.333336,1.7638346,18
Hallway 235,58:97:bd:38:00:0e,-88.333336,0.7453559,18
Hallway 235,58:97:bd:38:00:0f,-84.666664,3.2998316,12
Hallway 235,58:97:bd:38:0a:d0,-65.05556,1.3933262,18
Hallway 235,58:97:bd:38:0a:d1,-65.666664,1.3333333,18
Hallway 235,58:97:bd:38:0a:d2,-64.875,1.9324532,16
Hallway 235,58:97:bd:38:0a:d3,-65.8,1.9043806,15
Hallway 235,58:97:bd:38:0a:d4,-67,0,12
Hallway 235,58:97:bd:38:0a:db,-63.833332,2.813657,18
Hallway 235,58:97:bd:38:0a:dc,-67.63158,3.8004234,19
Hallway 235,58:97:bd:38:0a:dd,-64.947365,2.1636636,19
Hallway 235,58:97:bd:38:0a:de,-65,2.3619795,19
Hallway 235,58:97:bd:38:0a:df,-64.52631,2.6431327,19
Hallway 235,58:97:bd:3d:ef:11,-89,0,5
Hallway 235,58:97:bd:3d:ef:13,-81,0,1
Hallway 235,58:97:bd:3d:ef:1b,-83.25,1.6393596,16
Hallway 235,58:97:bd:3d:ef:1c,-83.1875,1.8445443,16
Hallway 235,58:97:bd:3d:ef:1d,-82.42105,0.9355995,19
Hallway 235,58:97:bd:3d:ef:1e,-82.55556,1.2120789,18
Hallway 235,58:97:bd:3d:ef:1f,-81,1.1055416,18
Hallway 235,58:97:bd:3d:f4:30,-65.23529,2.288832,17
Hallway 235,58:97:bd:3d:f4:31,-65.833336,1.2583057,18
Hallway 235,58:97:bd:3d:f4:32,-65.52631,2.562245,19
Hallway 235,58:97:bd:3d:f4:33,-63.57143,1.3997084,7
Hallway 235,58:97:bd:3d:f4:34,-66.388885,3.3852437,18
Hallway 235,58:97:bd:3d:f4:3b,-64.36842,3.7164013,19
Hallway 235,58:97:bd:3d:f4:3c,-63.625,6.6037393,16
Hallway 235,58:97:bd:3d:f4:3d,-61.526318,4.0179653,19
Hallway 235,58:97:bd:3d:f4:3e,-61.31579,3.4951482,19
Hallway 235,58:97:bd:3d:f4:3f,-60.842106,3.3758142,19
Hallway 235,5c:83:8f:27:22:60,-76.695656,2.9845214,23
Hallway 235,5c:83:8f:27:22:61,-75.44118,1.801816,34
Hallway 235,5c:83:8f:27:22:62,-75.8,3.771826,30
Hallway 235,5c:83:8f:27:22:63,-77.789474,1.8232111,19
Hallway 235,5c:83:8f:27:22:64,-77.17647,2.2290938,17
Hallway 235,5c:83:8f:27:22:65,-76.8421,4.183466,19
Hallway 235,5c:83:8f:27:22:66,-77.10526,5.260526,19
Hallway 235,5c:83:8f:27:22:67,-80.69231,4.9362803,13
Hallway 235,5c:83:8f:27:22:68,-77.789474,1.7941114,19
Hallway 235,5c:83:8f:27:22:69,-77.52631,4.6267915,19
Hallway 235,5c:83:8f:27:22:6a,-77.947365,2.8372278,19
Hallway 235,5c:83:8f:27:22:6b,-77.933334,5.8931227,15
Hallway 235,5c:83:8f:27:22:6c,-77.666664,1.6996734,18
Hallway 235,5c:83:8f:27:22:6d,-75.566666,3.7566233,30
Hallway 235,5c:83:8f:27:22:6e,-74.46154,1.8235801,26
Hallway 235,5c:83:8f:27:22:6f,-75.666664,3.0671499,27
Hallway 235,5c:83:8f:41:cf:25,-88,0,3
Hallway 235,5c:83:8f:41:cf:60,-56.405407,2.8801224,37
Hallway 235,5c:83:8f:41:cf:61,-57.954544,5.0675197,22
Hallway 235,5c:83:8f:41:cf:62,-58.842106,2.57034,38
Hallway 235,5c:83:8f:41:cf:63,-61.61111,1.768203,18
Hallway 235,5c:83:8f:41:cf:64,-63.555557,4.524284,18
Hallway 235,5c:83:8f:41:cf:65,-56.166668,5.9744825,18
Hallway 235,5c:83:8f:41:cf:66,-56.07143,4.8471537,14
Hallway 235,5c:83:8f:41:cf:67,-59.4375,6.891741,16
Hallway 235,5c:83:8f:41:cf:68,-60.894737,3.5673184,19
Hallway 235,5c:83:8f:41:cf:69,-60.210526,2.7256858,19
Hallway 235,5c:83:8f:41:cf:6a,-61.57895,1.4259176,19
Hallway 235,5c:83:8f:41:cf:6b,-60,6.946222,16
Hallway 235,5c:83:8f:41:cf:6c,-61.473682,2.9976907,19
Hallway 235,5c:83:8f:41:cf:6d,-57.314285,3.6156132,35
Hallway 235,5c:83:8f:41:cf:6e,-56.885715,3.2228773,35
Hallway 235,5c:83:8f:41:cf:6f,-57.210526,3.6574202,38
Hallway 235,5c:a4:8a:e0:ac:80,-86,0,8
Hallway 235,64:a0:e7:db:fe:50,-61.57143,1.0497813,7
Hallway 235,64:a0:e7:db:fe:51,-57.9,1.1357815,10
Hallway 235,64:a0:e7:db:fe:52,-57,0,6
Hallway 235,64:a0:e7:db:fe:53,-62.4375,5.219779,16
Hallway 235,64:a0:e7:db:fe:54,-61.5,4.484099,14
Hallway 235,64:a0:e7:db:fe:5b,-75.333336,4.4221663,15
Hallway 235,64:a0:e7:db:fe:5c,-72.411766,3.9266636,17
Hallway 235,64:a0:e7:db:fe:5d,-70.947365,1.7005782,19
Hallway 235,64:a0:e7:db:fe:5e,-70.63158,1.5290356,19
Hallway 235,64:a0:e7:db:fe:5f,-70.052635,1.2762481,19
Hallway 235,64:a0:e7:f8:de:30,-51.25,1.9843135,8
Hallway 235,64:a0:e7:f8:de:31,-49.75,0.6614378,8
Hallway 235,64:a0:e7:f8:de:32,-55,2.5495098,8
Hallway 235,64:a0:e7:f8:de:33,-57.1,1.3747728,10
Hallway 235,64:a0:e7:f8:de:34,-54.692307,4.9206724,13
Hallway 235,64:a0:e7:f8:de:3b,-51.94737,5.6239495,19
Hallway 235,64:a0:e7:f8:de:3c,-48.411766,1.9420676,17
Hallway 235,64:a0:e7:f8:de:3d,-47.57895,2.1353118,19
Hallway 235,64:a0:e7:f8:de:3e,-47.166668,1.86339,18
Hallway 235,64:a0:e7:f8:de:3f,-47.210526,2.066753,19
Hallway 235,64:a0:e7:fe:40:e0,-78,0,7
Hallway 235,64:a0:e7:fe:40:e1,-78.57143,1.0497813,7
Hallway 235,64:a0:e7:fe:40:e2,-79,0,6
Hallway 235,64:a0:e7:fe:40:e3,-79,1.8856181,9
Hallway 235,64:a0:e7:fe:40:e4,-77.4,1.9933221,15
Hallway 235,64:a0:e7:fe:40:eb,-86.90909,2.3531237,11
Hallway 235,64:a0:e7:fe:40:ec,-85.57143,1.3997084,7
Hallway 235,64:a0:e7:fe:40:ed,-86.23077,1.5268795,13
Hallway 235,64:a0:e7:fe:40:ee,-87.52631,1.2718996,19
Hallway 235,64:a0:e7:fe:40:ef,-86.13333,1.7461066,15
Hallway 235,64:a0:e7:fe:45:bb,-90,0,7
Hallway 235,64:a0:e7:fe:45:bc,-87.35714,2.191123,14
Hallway 235,64:a0:e7:fe:45:bd,-87.55556,1.2570789,9
Hallway 235,64:a0:e7:fe:45:be,-87.181816,1.3360852,11
Hallway 235,64:a0:e7:fe:45:bf,-85,0,1
Hallway 235,64:a0:e7:fe:47:00,-75.71429,4.199126,7
Hallway 235,64:a0:e7:fe:47:01,-74.63636,1.4937888,11
Hallway 235,64:a0:e7:fe:47:02,-71.8,2.6633315,15
Hallway 235,64:a0:e7:fe:47:03,-77.5,4.5,10
Hallway 235,64:a0:e7:fe:47:04,-75.36364,2.4223475,11
Hallway 235,64:a0:e7:fe:47:0b,-86.44444,1.7391639,18
Hallway 235,64:a0:e7:fe:47:0c,-85.22222,2.1487868,18
Hallway 235,64:a0:e7:fe:47:0d,-85.27778,1.6263647,18
Hallway 235,64:a0:e7:fe:47:0e,-83.05882,0.23529413,17
Hallway 235,64:a0:e7:fe:47:0f,-89,0,8
Hallway 235,64:a0:e7:ff:46:f0,-52.857143,2.0995626,7
Hallway 235,64:a0:e7:ff:46:f1,-55.5,1,8
Hallway 235,64:a0:e7:ff:46:f3,-56.142857,3.9615495,14
Hallway 235,64:a0:e7:ff:46:f4,-56.1,6.3945293,10
Hallway 235,64:a0:e7:ff:46:fb,-69.5,15.297966,18
Hallway 235,64:a0:e7:ff:46:fc,-46.894737,6.414579,19
Hallway 235,64:a0:e7:ff:46:fd,-43.94737,3.8861928,19
Hallway 235,64:a0:e7:ff:46:fe,-44.05263,4.135516,19
Hallway 235,64:a0:e7:ff:46:ff,-44.263157,3.8366938,19
Hallway 235,a4:2b:8c:94:5d:61,-84,0,1
Hallway 235,c8:f9:f9:bf:40:70,-77.71429,0.69985425,7
Hallway 235,e8:ed:f3:29:83:40,-78,0,3
Hallway 235,e8:ed:f3:29:83:48,-84,0,3
Hallway 235,ec:e1:a9:6f:a2:a0,-78.933334,2.619585,15
Hallway 235,ec:e1:a9:6f:a2:a1,-78.789474,2.894259,19
Hallway 235,ec:e1:a9:6f:a2:a2,-75,0,1
Hallway 235,ec:e1:a9:6f:a2:a3,-81,0,8
Hallway 235,ec:e1:a9:6f:a2:a4,-76,0,6
Hallway 235,ec:e1:a9:6f:a2:a5,-79.53333,1.4544948,15
Hallway 235,ec:e1:a9:6f:a2:a6,-80.72727,4.0919194,11
Hallway 235,ec:e1:a9:6f:a2:a7,-79.666664,7.408704,3
Hallway 235,ec:e1:a9:6f:a2:a8,-77,0,7
Hallway 235,ec:e1:a9:6f:a2:a9,-80.55556,1.2570789,9
Hallway 235,ec:e1:a9:6f:a2:aa,-69,0,2
Hallway 235,ec:e1:a9:6f:a2:ab,-80,7.788881,3
Hallway 235,ec:e1:a9:6f:a2:ac,-82.8,3.6000001,10
Hallway 235,ec:e1:a9:6f:a2:ad,-79.09091,0.66804266,11
Hallway 235,ec:e1:a9:6f:a2:af,-89,0,4
Hallway 235,f0:92:1c:9c:72:1d,-88.333336,1.8856181,9
Hallway 235,f4:1f:c2:5a:41:b0,-82.40909,3.0099697,22
Hallway 235,f4:1f:c2:5a:41:b1,-83,3.2192602,22
Hallway 235,f4:1f:c2:5a:41:b2,-86.1875,3.146799,16
Hallway 235,f4:1f:c2:5a:41:b3,-75.411766,3.6146567,17
Hallway 235,f4:1f:c2:5a:41:b4,-83.64286,5.935452,14
Hallway 235,f4:1f:c2:5a:41:b5,-80.333336,6,18
Hallway 235,f4:1f:c2:5a:41:b6,-82.22222,4.466611,18
Hallway 235,f4:1f:c2:5a:41:b7,-77.5625,5.809139,16
Hallway 235,f4:1f:c2:5a:41:b8,-81.76471,5.936224,17
Hallway 235,f4:1f:c2:5a:41:b9,-83.44444,6.2558613,18
Hallway 235,f4:1f:c2:5a:41:ba,-85.6,3.1368775,15
Hallway 235,f4:1f:c2:5a:41:bb,-87.117645,3.1971009,17
Hallway 235,f4:1f:c2:5a:41:bc,-87,0,11
Hallway 235,f4:1f:c2:5a:41:bd,-79.933334,3.8291287,30
Hallway 235,f4:1f:c2:5a:41:be,-78.793106,4.029027,29
Hallway 235,f4:1f:c2:5a:41:bf,-76.09091,5.133748,22
Hallway 235,f4:1f:c2:71:c4:b0,-86,0,12
Hallway 235,f4:1f:c2:71:c4:b2,-87,0,7
Hallway 235,f4:1f:c2:71:c4:b4,-82.47059,1.0910141,17
Hallway 235,f4:1f:c2:71:c4:b5,-84.64706,1.8768301,17
Hallway 235,f4:1f:c2:71:c4:b6,-84,0,6
Hallway 235,f4:1f:c2:71:c4:b8,-84.69231,2.8388681,13
Hallway 235,f4:1f:c2:71:c4:b9,-89,0,7
Hallway 235,f4:1f:c2:71:c4:ba,-86.71429,1.4846151,14
Hallway 235,f4:1f:c2:71:c4:bb,-87.875,0.3307189,8
Hallway 235,f4:1f:c2:71:c4:bc,-84,0,6
Hallway 235,f4:1f:c2:71:c4:bd,-86.28571,1.9794866,14
Hallway 235,f4:1f:c2:71:c4:bf,-84.28571,1.4846151,14
Hallway 235,f4:1f:c2:71:da:20,-75,4.375255,7
Hallway 235,f4:1f:c2:71:da:21,-74.14286,3.7579846,7
Hallway 235,f4:1f:c2:71:da:22,-69,0,2
Hallway 235,f4:1f:c2:71:da:23,-80.545456,4.0082555,11
Hallway 235,f4:1f:c2:71:da:24,-71.53846,1.9460173,13
Hallway 235,f4:1f:c2:71:da:25,-76.5,2.5,10
Hallway 235,f4:1f:c2:71:da:26,-70.5,1.3228756,8
Hallway 235,f4:1f:c2:71:da:27,-80.5,1.9364917,8
Hallway 235,f4:1f:c2:71:da:28,-72.13333,2.8487813,15
Hallway 235,f4:1f:c2:71:da:29,-70,3.4641016,4
Hallway 235,f4:1f:c2:71:da:2a,-69.454544,0.8907235,11
Hallway 235,f4:1f:c2:71:da:2b,-74.90909,4.3160286,11
Hallway 235,f4:1f:c2:71:da:2c,-81.875,4.2260356,8
Hallway 235,f4:1f:c2:71:da:2d,-76.64286,4.8492584,14
Hallway 235,f4:1f:c2:71:da:2e,-77.2,3.919184,20
Hallway 235,f4:1f:c2:71:da:2f,-83,0,4
Hardware Lab,00:0f:66:31:90:ad,-77.10526,2.2453396,38
Hardware Lab,02:20:f0:fa:0d:f7,-76.3421,2.5472,38
Hardware Lab,02:28:b8:ef:73:ee,-58.555557,3.3866117,36
Hardware Lab,0c:27:24:51:57:50,-81.7,2.2158523,20
Hardware Lab,0c:27:24:51:57:51,-83.190475,1.2953783,21
Hardware Lab,0c:27:24:51:57:52,-83.916664,0.27638546,12
Hardware Lab,0c:27:24:51:57:53,-82,0,5
Hardware Lab,0c:27:24:51:57:54,-81.666664,2.1081855,27
Hardware Lab,0c:27:24:51:63:82,-88,0,7
Hardware Lab,0c:27:24:69:cd:20,-64.297295,3.203586,37
Hardware Lab,0c:27:24:69:cd:21,-63.47222,5.3202243,36
Hardware Lab,0c:27:24:69:cd:22,-63.39394,4.7157984,33
Hardware Lab,0c:27:24:69:cd:23,-61.47059,3.371466,34
Hardware Lab,0c:27:24:69:cd:24,-65.586205,2.3999605,29
Hardware Lab,0c:27:24:69:cd:2b,-74.96667,3.270916,30
Hardware Lab,0c:27:24:69:cd:2c,-75.655174,4.3886676,29
Hardware Lab,0c:27:24:69:cd:2d,-75.567566,3.9629412,37
Hardware Lab,0c:27:24:69:cd:2e,-75.710526,3.7829812,38
Hardware Lab,0c:27:24:69:cd:2f,-75,3.455844,35
Hardware Lab,0c:27:24:8e:6b:40,-41.157894,3.375814,38
Hardware Lab,0c:27:24:8e:6b:41,-39.84375,2.2653556,32
Hardware Lab,0c:27:24:8e:6b:42,-40.27027,2.9832747,37
Hardware Lab,0c:27:24:8e:6b:43,-41.85294,3.679293,34
Hardware Lab,0c:27:24:8e:6b:44,-42,3.9449334,32
Hardware Lab,0c:27:24:8e:6b:4b,-53.54286,4.7469864,35
Hardware Lab,0c:27:24:8e:6b:4c,-51.935482,3.4260435,31
Hardware Lab,0c:27:24:8e:6b:4d,-51.5,3.529947,38
Hardware Lab,0c:27:24:8e:6b:4e,-51.605263,3.5802045,38
Hardware Lab,0c:27:24:8e:6b:4f,-51.736843,3.6540112,38
Hardware Lab,0c:27:24:8e:6f:c0,-78.46154,3.2960439,13
Hardware Lab,0c:27:24:8e:6f:c1,-80.5,2.5,12
Hardware Lab,0c:27:24:8e:6f:c2,-77.52381,3.049107,21
Hardware Lab,0c:27:24:8e:6f:c3,-79.388885,3.1294103,18
Hardware Lab,0c:27:24:8e:6f:c4,-75.5,2.291288,12
Hardware Lab,0c:27:24:8e:6f:cb,-79.70588,3.321316,34
Hardware Lab,0c:27:24:8e:6f:cc,-80.52,2.3852885,25
Hardware Lab,0c:27:24:8e:6f:cd,-78.69444,2.458765,36
Hardware Lab,0c:27:24:8e:6f:ce,-78.97369,2.3338113,38
Hardware Lab,0c:27:24:8e:6f:cf,-79.416664,2.4423919,36
Hardware Lab,0c:27:24:8e:8f:20,-56.903225,2.1304982,31
Hardware Lab,0c:27:24:8e:8f:21,-55.03125,3.450402,32
Hardware Lab,0c:27:24:8e:8f:22,-55.14706,2.1710985,34
Hardware Lab,0c:27:24:8e:8f:23,-56.612904,3.7560909,31
