Location,MAC Address,Avg signal strength,"standard deviation, if applicable",sample size
237,0c:27:24:8e:96:52,-82,0,5
237,0c:27:24:8e:96:53,-87,0,5
237,0c:27:24:aa:55:b0,-80,0,1
237,0c:27:24:aa:55:b1,-84.5625,1.6944302,16
237,0c:27:24:aa:55:b2,-83.42857,1.0497813,7
237,0c:27:24:aa:55:b3,-82.75,0.4330127,4
237,0c:27:24:aa:55:b4,-83.333336,1.4907119,6
237,0c:27:24:aa:55:bb,-89.5,0.5,2
237,0c:27:24:aa:55:bc,-90,0,8
237,0c:27:24:aa:55:bd,-89.125,0.3307189,8
237,0c:27:24:aa:55:be,-90,2,2
237,0c:27:24:aa:55:bf,-89.71429,0.69985425,7
237,0c:27:24:aa:94:22,-89,0,5
237,0c:27:24:aa:94:23,-87,0,3
237,14:dd:a9:8a:cf:08,-79.938774,2.5185692,49
237,24:a2:e1:ea:c7:f4,-76.86793,2.9334617,53
237,24:a2:e1:ea:c7:f5,-87,0,5
237,30:b5:c2:b2:5c:dd,-83.22222,1.4989713,54
237,30:b5:c2:b2:5c:de,-64.64815,3.92125,54
237,42:72:e8:df:8d:fc,-78.09259,3.1871762,54
237,58:97:bd:31:04:60,-54.566036,2.5141823,53
237,58:97:bd:31:04:61,-54.333332,3.3747427,36
237,58:97:bd:31:04:62,-53.849056,2.268706,53
237,58:97:bd:31:04:63,-56.333332,2.5951962,39
237,58:97:bd:31:04:64,-55.142857,3.6083798,49
237,58:97:bd:31:04:6b,-65.111115,4.8176627,54
237,58:97:bd:31:04:6c,-65.11628,3.6485698,43
237,58:97:bd:31:04:6d,-62.74074,3.6269834,54
237,58:97:bd:31:04:6e,-62.814816,3.5542045,54
237,58:97:bd:31:04:6f,-62.592594,3.546091,54
237,58:97:bd:38:00:00,-70,2.5889578,37
237,58:97:bd:38:00:01,-72.052635,3.705951,19
237,58:97:bd:38:00:02,-69.75862,2.4304838,29
237,58:97:bd:38:00:03,-70.4359,1.8368716,39
237,58:97:bd:38:00:04,-71.07692,1.7886343,39
237,58:97:bd:38:00:0b,-82.86539,2.0002782,52
237,58:97:bd:38:00:0c,-81.03333,3.1143038,30
237,58:97:bd:38:00:0d,-81.74074,2.4584339,54
237,58:97:bd:38:00:0e,-81.770836,2.8080206,48
237,58:97:bd:38:00:0f,-82.44444,2.1245182,45
237,58:97:bd:38:0a:d0,-54.11111,3.1367986,54
237,58:97:bd:38:0a:d1,-54.23077,3.9056928,26
237,58:97:bd:38:0a:d2,-55.272728,3.3868973,44
237,58:97:bd:38:0a:d3,-53.363636,2.9548948,44
237,58:97:bd:38:0a:d4,-55.5,2.2821774,48
237,58:97:bd:38:0a:db,-54.795918,5.371807,49
237,58:97:bd:38:0a:dc,-57,3.9093502,53
237,58:97:bd:38:0a:dd,-54.148148,4.0065107,54
237,58:97:bd:38:0a:de,-54.5,3.765093,54
237,58:97:bd:38:0a:df,-53.962963,4.0868483,54
237,58:97:bd:3d:ef:10,-83.333336,1.9720267,12
237,58:97:bd:3d:ef:11,-86.5,2.291288,10
237,58:97:bd:3d:ef:12,-81.333336,0.47140452,9
237,58:97:bd:3d:ef:13,-83.4375,1.9192691,32
237,58:97:bd:3d:ef:14,-85,0,6
237,58:97:bd:3d:ef:1b,-77.69231,3.2848036,52
237,58:97:bd:3d:ef:1c,-76.906975,3.6332698,43
237,58:97:bd:3d:ef:1d,-74.72,3.1435013,50
237,58:97:bd:3d:ef:1e,-73.333336,3.2449827,39
237,58:97:bd:3d:ef:1f,-76.01852,3.5615788,54
237,58:97:bd:3d:ef:db,-88,0,1
237,58:97:bd:3d:ef:dc,-88,0,5
237,58:97:bd:3d:ef:dd,-86.28571,0.69985425,7
237,58:97:bd:3d:ef:de,-86,0,6
237,58:97:bd:3d:f4:30,-49.85294,5.9316325,34
237,58:97:bd:3d:f4:31,-49.432434,4.3217907,37
237,58:97:bd:3d:f4:32,-49.12,4.193518,50
237,58:97:bd:3d:f4:33,-50.48148,3.4893527,27
237,58:97:bd:3d:f4:34,-50.833332,4.9603996,30
237,58:97:bd:3d:f4:3b,-63.272728,19.47068,33
237,58:97:bd:3d:f4:3c,-49.644444,5.125776,45
237,58:97:bd:3d:f4:3d,-46.555557,3.531167,54
237,58:97:bd:3d:f4:3e,-46.48148,3.6450915,54
237,58:97:bd:3d:f4:3f,-47.72222,3.4556267,54
237,5c:83:8f:27:22:60,-83.61017,1.657207,59
237,5c:83:8f:27:22:61,-84.108696,1.5069149,92
237,5c:83:8f:27:22:62,-84.20731,2.004494,82
237,5c:83:8f:27:22:63,-84.5814,1.7418586,43
237,5c:83:8f:27:22:64,-84.037735,1.747907,53
237,5c:83:8f:27:22:65,-83.78432,1.6955963,51
237,5c:83:8f:27:22:66,-83.52631,1.634124,38
237,5c:83:8f:27:22:67,-83.27027,2.7078328,37
237,5c:83:8f:27:22:68,-84.085106,2.688271,47
237,5c:83:8f:27:22:69,-83.42,2.0404897,50
237,5c:83:8f:27:22:6a,-84.37736,1.8452014,53
237,5c:83:8f:27:22:6b,-84.210526,2.0411284,38
237,5c:83:8f:27:22:6c,-85.12245,3.3051145,49
237,5c:83:8f:27:22:6d,-82.67273,1.7482934,55
237,5c:83:8f:27:22:6e,-83.458336,1.5805899,48
237,5c:83:8f:27:22:6f,-82.416664,2.3614383,36
237,5c:83:8f:41:cf:20,-88,0,1
237,5c:83:8f:41:cf:21,-88,0,3
237,5c:83:8f:41:cf:2d,-86,0,5
237,5c:83:8f:41:cf:60,-52.8,4.4716086,85
237,5c:83:8f:41:cf:61,-53.175,4.7612367,80
237,5c:83:8f:41:cf:62,-54.686047,4.977301,86
237,5c:83:8f:41:cf:63,-57.51852,4.1219406,54
237,5c:83:8f:41:cf:64,-54.833332,5.072621,54
237,5c:83:8f:41:cf:65,-55.425926,5.2831044,54
237,5c:83:8f:41:cf:66,-55.307693,4.4182253,52
237,5c:83:8f:41:cf:67,-53.959183,5.20188,49
237,5c:83:8f:41:cf:68,-53.444443,5.9025,54
237,5c:83:8f:41:cf:69,-54.38889,5.049447,54
237,5c:83:8f:41:cf:6a,-53.615383,5.7417293,52
237,5c:83:8f:41:cf:6b,-51.88679,5.3187466,53
237,5c:83:8f:41:cf:6c,-55.943398,4.954187,53
237,5c:83:8f:41:cf:6d,-53.8875,3.728249,80
237,5c:83:8f:41:cf:6e,-53.148937,3.7072592,94
237,5c:83:8f:41:cf:6f,-52.99029,3.993917,103
237,64:a0:e7:db:fe:24,-88,0,1
237,64:a0:e7:db:fe:2e,-92,0,1
237,64:a0:e7:db:fe:50,-59.909092,3.6107051,44
237,64:a0:e7:db:fe:51,-60.25,2.5442512,28
237,64:a0:e7:db:fe:52,-59.243244,4.9669476,37
237,64:a0:e7:db:fe:53,-61.394737,3.5506818,38
237,64:a0:e7:db:fe:54,-60.844444,3.7532532,45
237,64:a0:e7:db:fe:5b,-69.14286,4.8431168,42
237,64:a0:e7:db:fe:5c,-69.26087,3.824605,46
237,64:a0:e7:db:fe:5d,-67.46296,3.7894244,54
237,64:a0:e7:db:fe:5e,-67.59259,3.8562996,54
237,64:a0:e7:db:fe:5f,-67.62963,3.7183049,54
237,64:a0:e7:f8:de:30,-65.94118,3.4889843,51
237,64:a0:e7:f8:de:31,-67.73913,3.5289779,23
237,64:a0:e7:f8:de:32,-67.17021,4.2940784,47
237,64:a0:e7:f8:de:33,-66.44444,3.593548,27
237,64:a0:e7:f8:de:34,-67.36364,3.0532465,44
237,64:a0:e7:f8:de:3b,-64.47222,3.9263082,36
237,64:a0:e7:f8:de:3c,-64.125,4.635124,48
237,64:a0:e7:f8:de:3d,-63,2.987629,54
237,64:a0:e7:f8:de:3e,-62.98148,3.0153356,54
237,64:a0:e7:f8:de:3f,-62.925926,3.230937,54
237,64:a0:e7:fe:3a:d0,-83,0,6
237,64:a0:e7:fe:3a:d1,-84,0,1
237,64:a0:e7:fe:3a:d2,-85,0,5
237,64:a0:e7:fe:3a:d3,-86,0,1
237,64:a0:e7:fe:3a:d4,-84,0,6
237,64:a0:e7:fe:3b:e0,-77,0,9
237,64:a0:e7:fe:3b:e1,-82.77778,1.9876161,9
237,64:a0:e7:fe:3b:e2,-82.833336,0.98601323,12
237,64:a0:e7:fe:3b:e3,-81.933334,2.205045,15
237,64:a0:e7:fe:3b:e4,-79.77778,2.4845197,9
237,64:a0:e7:fe:3b:eb,-89.5,2.1479378,22
237,64:a0:e7:fe:3b:ec,-88.625,0.99215674,8
237,64:a0:e7:fe:3b:ed,-89.38461,1.4955554,13
237,64:a0:e7:fe:3b:ee,-89.72222,1.1453074,18
237,64:a0:e7:fe:3b:ef,-89.38461,1.4955554,13
237,64:a0:e7:fe:40:e0,-72.84849,2.1619463,33
237,64:a0:e7:fe:40:e1,-69.63333,2.5361824,30
237,64:a0:e7:fe:40:e2,-71.97222,1.4811051,36
237,64:a0:e7:fe:40:e3,-70.52381,3.7112315,21
237,64:a0:e7:fe:40:e4,-71.583336,3.1479719,24
237,64:a0:e7:fe:40:eb,-83,2.8203804,44
237,64:a0:e7:fe:40:ec,-81.80769,2.2705343,26
237,64:a0:e7:fe:40:ed,-80.041664,1.3838109,48
237,64:a0:e7:fe:40:ee,-79.44681,1.3338239,47
237,64:a0:e7:fe:40:ef,-81.35849,2.7547164,53
237,64:a0:e7:fe:45:b2,-87.77778,0.62853944,9
237,64:a0:e7:fe:45:b4,-86,0,1
237,64:a0:e7:fe:45:bb,-87.4,2.130728,40
237,64:a0:e7:fe:45:bc,-83.965515,2.1088119,29
237,64:a0:e7:fe:45:bd,-86.28889,1.916272,45
237,64:a0:e7:fe:45:be,-85.89655,2.3392427,29
237,64:a0:e7:fe:45:bf,-85.075,2.453442,40
237,64:a0:e7:fe:47:00,-67.92857,3.8072162,28
237,64:a0:e7:fe:47:01,-66.5,3.5,26
237,64:a0:e7:fe:47:02,-69.85714,3.907084,28
237,64:a0:e7:fe:47:03,-68.054054,2.6807215,37
237,64:a0:e7:fe:47:04,-69.53125,3.400224,32
237,64:a0:e7:fe:47:0b,-82.895836,2.4852865,48
237,64:a0:e7:fe:47:0c,-81.2,3.226454,40
237,64:a0:e7:fe:47:0d,-81.76,3.27756,50
237,64:a0:e7:fe:47:0e,-81.023254,3.9678266,43
237,64:a0:e7:fe:47:0f,-81.861115,2.6682575,36
237,64:a0:e7:ff:46:f0,-78.35,3.7983549,20
237,64:a0:e7:ff:46:f1,-76.28571,2.6840422,14
237,64:a0:e7:ff:46:f2,-72.78261,4.422832,23
237,64:a0:e7:ff:46:f3,-76.708336,3.0066476,24
237,64:a0:e7:ff:46:f4,-73.833336,4.272002,18
237,64:a0:e7:ff:46:fb,-69.95918,4.080612,49
237,64:a0:e7:ff:46:fc,-70.088234,2.9740803,34
237,64:a0:e7:ff:46:fd,-67.833336,4.3108387,54
237,64:a0:e7:ff:46:fe,-67.92593,4.387912,54
237,64:a0:e7:ff:46:ff,-68.14815,4.4070964,54
237,c8:f9:f9:bf:40:70,-68.344826,2.576765,29
237,c8:f9:f9:c0:e0:b0,-86.36957,1.8691862,46
237,ec:e1:a9:6f:a2:a0,-84.6,1.2,5
237,ec:e1:a9:6f:a2:a2,-84.875,2.3150325,8
237,ec:e1:a9:6f:a2:a3,-84,0,1
237,ec:e1:a9:6f:a2:a4,-84.2,1.4696939,10
237,ec:e1:a9:6f:a2:a5,-84.77778,2.7397394,9
237,ec:e1:a9:6f:a2:a6,-83,0,6
237,ec:e1:a9:6f:a2:a7,-84,0,1
237,ec:e1:a9:6f:a2:a8,-85.066666,1.1813363,15
237,ec:e1:a9:6f:a2:a9,-85,0,1
237,ec:e1:a9:6f:a2:aa,-84.416664,2.099934,12
237,ec:e1:a9:6f:a2:ab,-81,0,2
237,ec:e1:a9:6f:a2:ac,-87,0,4
237,ec:e1:a9:6f:a2:ad,-84,0,1
237,ec:e1:a9:6f:a2:ae,-85.833336,0.372678,6
237,ec:e1:a9:6f:a2:af,-83.3,1.3453624,10
237,f0:92:1c:9c:72:1d,-78.09804,2.4674742,51
237,f4:1f:c2:5a:41:b0,-78.55173,4.367483,87
237,f4:1f:c2:5a:41:b1,-80.985916,4.4293933,71
237,f4:1f:c2:5a:41:b2,-79.82353,4.488354,85
237,f4:1f:c2:5a:41:b3,-79.58696,6.329971,46
237,f4:1f:c2:5a:41:b4,-79.19149,6.6927667,47
237,f4:1f:c2:5a:41:b5,-74.12245,3.3904588,49
237,f4:1f:c2:5a:41:b6,-78.23256,4.797467,43
237,f4:1f:c2:5a:41:b7,-77.60526,4.8206754,38
237,f4:1f:c2:5a:41:b8,-78.886795,7.5925994,53
237,f4:1f:c2:5a:41:b9,-75.03846,4.9805837,52
237,f4:1f:c2:5a:41:ba,-80.9375,5.3244963,48
237,f4:1f:c2:5a:41:bb,-76.145836,5.3540854,48
237,f4:1f:c2:5a:41:bc,-82.11539,5.6215725,52
237,f4:1f:c2:5a:41:bd,-78.31507,3.817324,73
237,f4:1f:c2:5a:41:be,-80.26923,4.316555,78
237,f4:1f:c2:5a:41:bf,-77.77273,3.8721836,88
237,f4:1f:c2:71:c4:b0,-82.20588,1.6410079,34
237,f4:1f:c2:71:c4:b1,-81.041664,0.8405933,24
237,f4:1f:c2:71:c4:b2,-83.86207,2.8005433,58
237,f4:1f:c2:71:c4:b3,-87.347824,3.8176782,23
237,f4:1f:c2:71:c4:b4,-83.27907,1.3524412,43
237,f4:1f:c2:71:c4:b5,-88.63158,1.6290301,19
237,f4:1f:c2:71:c4:b6,-84.5641,4.017876,39
237,f4:1f:c2:71:c4:b7,-88.333336,0.47140455,15
237,f4:1f:c2:71:c4:b8,-86.5,3.5986109,20
237,f4:1f:c2:71:c4:b9,-86.55556,2.4317858,18
237,f4:1f:c2:71:c4:ba,-80.181816,1.1922616,11
237,f4:1f:c2:71:c4:bb,-85.583336,2.628635,24
237,f4:1f:c2:71:c4:bc,-86.65385,3.463461,26
237,f4:1f:c2:71:c4:bd,-86.72,2.9054432,25
237,f4:1f:c2:71:c4:be,-89.94118,1.4336538,17
237,f4:1f:c2:71:c4:bf,-88.72727,1.1354543,11
237,f4:1f:c2:71:da:20,-84.35714,3.9389472,14
237,f4:1f:c2:71:da:21,-86,0,13
237,f4:1f:c2:71:da:22,-78.5,0.8660254,4
237,f4:1f:c2:71:da:23,-86.30769,1.0658773,13
237,f4:1f:c2:71:da:25,-84.90909,1.443137,11
237,f4:1f:c2:71:da:29,-82.818184,1.5850539,11
237,f4:1f:c2:71:da:2a,-84,0,6
237,f4:1f:c2:71:da:2b,-84.7,3.8999999,10
237,f4:1f:c2:71:da:2c,-86,0,8
237,f4:1f:c2:71:da:2d,-86.333336,0.47140452,12
237,f4:1f:c2:71:da:2f,-84.882355,0.8318904,17
239,02:28:b8:ef:73:ee,-82.35,0.9096703,20
239,02:c0:cf:f6:a7:f4,-86,0,3
239,0c:27:24:51:57:50,-76.5,4.3301272,4
239,0c:27:24:51:57:51,-77.875,2.4206145,8
239,0c:27:24:51:57:52,-78,0,5
239,0c:27:24:51:57:53,-76.5,1.8929694,18
239,0c:27:24:51:57:54,-78.26316,1.8018149,19
239,0c:27:24:51:57:5b,-90.07692,0.997037,13
239,0c:27:24:51:57:5c,-89,0,4
239,0c:27:24:51:57:5d,-90,0,7
239,0c:27:24:51:57:5e,-88.85714,0.98974335,7
239,0c:27:24:51:57:5f,-91,0,7
239,0c:27:24:69:cd:24,-87,0,1
239,0c:27:24:8e:6b:40,-83.375,1.6535946,8
239,0c:27:24:8e:6b:41,-79.2,1.5033294,20
239,0c:27:24:8e:6b:42,-77,1.2472191,9
239,0c:27:24:8e:6b:4d,-91,0,5
239,0c:27:24:8e:6f:c0,-84,0,6
239,0c:27:24:8e:6f:c4,-83,0,6
239,0c:27:24:8e:6f:cb,-89,0,6
239,0c:27:24:8e:6f:cc,-87,0,6
239,0c:27:24:8e:6f:ce,-87,0,6
239,0c:27:24:8e:6f:cf,-89,0,6
239,0c:27:24:8e:8b:10,-71,0,1
239,0c:27:24:8e:8b:11,-80,0,4
239,0c:27:24:8e:8b:12,-77,2.1908903,15
239,0c:27:24:8e:8b:13,-75,0,5
239,0c:27:24:8e:8b:14,-75.3,2.4919872,10
239,0c:27:24:8e:8b:1b,-91,0,5
239,0c:27:24:8e:8b:1c,-88,0,4
239,0c:27:24:8e:8b:1d,-91,0,5
239,0c:27:24:8e:8b:1f,-88.875,0.3307189,8
239,0c:27:24:8e:96:50,-78,0,9
239,0c:27:24:8e:96:51,-80.5,0.5,10
239,0c:27:24:8e:96:52,-77,0,5
239,0c:27:24:8e:96:53,-81,0,7
239,0c:27:24:8e:96:54,-82.6,2.9393878,15
239,0c:27:24:8e:96:5c,-90,0,1
239,0c:27:24:aa:55:b0,-82,1,10
239,0c:27:24:aa:55:b1,-79.3,2.410394,10
239,0c:27:24:aa:55:b2,-78.75,0.6614378,8
239,0c:27:24:aa:55:b3,-78.47059,3.2197485,17
239,0c:27:24:aa:55:b4,-78.666664,0.94280905,9
239,0c:27:24:aa:55:bb,-86.47369,3.2665517,19
239,0c:27:24:aa:55:bc,-86,1.7580981,22
239,0c:27:24:aa:55:bd,-86.03846,1.6520565,26
239,0c:27:24:aa:55:be,-86.391304,1.7128451,23
239,0c:27:24:aa:55:bf,-85.5625,1.4563975,16
239,0c:27:24:aa:94:20,-85,0,8
239,0c:27:24:aa:94:22,-82,0,3
239,0c:27:24:aa:94:24,-82,0,6
239,10:bf:48:e5:cb:34,-85.67857,2.479251,28
239,14:dd:a9:8a:cf:08,-73.09375,2.553911,32
239,14:dd:a9:8a:cf:0c,-86,0,5
239,24:a2:e1:ea:c7:f4,-80.72727,1.7627926,11
239,30:b5:c2:b2:5c:dd,-89,1.3416407,10
239,30:b5:c2:b2:5c:de,-70.833336,2.0013885,30
239,42:72:e8:df:8d:fc,-74.8125,2.442303,32
239,58:97:bd:31:04:60,-47.81818,3.379569,22
239,58:97:bd:31:04:61,-48.03448,1.4967268,29
239,58:97:bd:31:04:62,-49.28,1.0777756,25
239,58:97:bd:31:04:63,-49.090908,3.616994,22
239,58:97:bd:31:04:64,-48.04762,3.4979749,21
239,58:97:bd:31:04:6b,-57.125,3.1893377,32
239,58:97:bd:31:04:6c,-55.70968,4.081378,31
239,58:97:bd:31:04:6d,-54.78125,2.654411,32
239,58:97:bd:31:04:6e,-54.84375,2.7851098,32
239,58:97:bd:31:04:6f,-54.71875,2.8420324,32
239,58:97:bd:33:61:92,-88,0,3
239,58:97:bd:33:61:94,-87,0,3
239,58:97:bd:38:00:00,-62.666668,1.2133517,24
239,58:97:bd:38:00:01,-61.173912,3.4597335,23
239,58:97:bd:38:00:02,-62.46875,3.1422958,32
239,58:97:bd:38:00:03,-63.235294,2.2629864,17
239,58:97:bd:38:00:04,-62.766666,2.3335714,30
239,58:97:bd:38:00:0b,-73.74074,2.4734526,27
239,58:97:bd:38:00:0c,-72.23333,3.7919502,30
239,58:97:bd:38:00:0d,-71.8125,2.5426056,32
239,58:97:bd:38:00:0e,-71.40625,2.9032242,32
239,58:97:bd:38:00:0f,-71.75,2.4366987,32
239,58:97:bd:38:0a:d0,-42.148148,4.486223,27
239,58:97:bd:38:0a:d1,-41.923077,1.4121197,26
239,58:97:bd:38:0a:d2,-42.555557,4.094562,27
239,58:97:bd:38:0a:d3,-41.916668,4.872684,24
239,58:97:bd:38:0a:d4,-43,4.591659,24
239,58:97:bd:38:0a:db,-45.148148,5.05308,27
239,58:97:bd:38:0a:dc,-45,4.5414753,32
239,58:97:bd:38:0a:dd,-44.46875,4.100186,32
239,58:97:bd:38:0a:de,-44.65625,4.261817,32
239,58:97:bd:38:0a:df,-44.53125,4.1980977,32
239,58:97:bd:3d:ef:10,-77,0,3
239,58:97:bd:3d:ef:11,-78.23077,2.358417,13
239,58:97:bd:3d:ef:12,-80.84615,3.7997196,13
239,58:97:bd:3d:ef:13,-80,0,6
239,58:97:bd:3d:ef:14,-79.23077,0.9730085,13
239,58:97:bd:3d:ef:1b,-71.65385,4.1965394,26
239,58:97:bd:3d:ef:1c,-71.965515,3.87283,29
239,58:97:bd:3d:ef:1d,-71,2.6575365,32
239,58:97:bd:3d:ef:1e,-70.75,2.795085,32
239,58:97:bd:3d:ef:1f,-70.96875,3.196525,32
239,58:97:bd:3d:ef:d0,-86,0,5
239,58:97:bd:3d:ef:d1,-87,2,6
239,58:97:bd:3d:ef:d2,-85,0,4
239,58:97:bd:3d:ef:db,-87.833336,0.98601323,12
239,58:97:bd:3d:ef:dd,-88.76471,3.3348322,17
239,58:97:bd:3d:ef:de,-82,0,3
239,58:97:bd:3d:ef:df,-88.28571,0.9583147,14
239,58:97:bd:3d:f4:30,-61.185184,2.6392622,27
239,58:97:bd:3d:f4:31,-53.9,1.8681543,10
239,58:97:bd:3d:f4:32,-61.08,4.638276,25
239,58:97:bd:3d:f4:33,-61.941177,2.3632133,17
239,58:97:bd:3d:f4:34,-63.125,5.1422477,24
239,58:97:bd:3d:f4:3b,-58.76,3.8082016,25
239,58:97:bd:3d:f4:3c,-58.4,3.4176013,25
239,58:97:bd:3d:f4:3d,-57.34375,2.9644706,32
239,58:97:bd:3d:f4:3e,-57.25,3.1819806,32
239,58:97:bd:3d:f4:3f,-57.5625,3.040739,32
239,5c:83:8f:27:22:60,-89,1.1033546,23
239,5c:83:8f:27:22:61,-88.413795,1.9390228,29
239,5c:83:8f:27:22:62,-88.84,1.8260344,25
239,5c:83:8f:27:22:63,-90.888885,0.3142697,9
239,5c:83:8f:27:22:64,-90,0,5
239,5c:83:8f:27:22:65,-89.333336,1.3743684,12
239,5c:83:8f:27:22:66,-86.066666,1.289272,15
239,5c:83:8f:27:22:67,-88.7,1.4177444,20
239,5c:83:8f:27:22:68,-89.25,0.96824586,8
239,5c:83:8f:27:22:69,-88.55556,0.496904,9
239,5c:83:8f:27:22:6a,-88.6,0.489898,10
239,5c:83:8f:27:22:6b,-86.76471,1.0588236,17
239,5c:83:8f:27:22:6c,-87.23529,1.8320487,17
239,5c:83:8f:27:22:6d,-87.35294,1.3694643,17
239,5c:83:8f:27:22:6e,-88.76923,1.6480219,26
239,5c:83:8f:27:22:6f,-87.46667,0.8844332,15
239,5c:83:8f:41:cf:20,-82,0,5
239,5c:83:8f:41:cf:21,-82,0,7
239,5c:83:8f:41:cf:22,-83.3,0.64031243,10
239,5c:83:8f:41:cf:23,-88.57143,2.2587698,7
239,5c:83:8f:41:cf:25,-89,0,5
239,5c:83:8f:41:cf:26,-86.9,3.207803,10
239,5c:83:8f:41:cf:27,-84.71429,0.45175394,7
239,5c:83:8f:41:cf:28,-91,0,5
239,5c:83:8f:41:cf:29,-86.125,1.4947826,16
239,5c:83:8f:41:cf:2a,-84,0,6
239,5c:83:8f:41:cf:2c,-83.3,0.45825756,10
239,5c:83:8f:41:cf:2d,-86.916664,1.8911343,12
239,5c:83:8f:41:cf:2e,-86.125,2.6427968,16
239,5c:83:8f:41:cf:2f,-84.454544,0.49792957,11
239,5c:83:8f:41:cf:60,-51.6,4.2064877,55
239,5c:83:8f:41:cf:61,-49.38983,3.709891,59
239,5c:83:8f:41:cf:62,-49.773586,4.142015,53
239,5c:83:8f:41:cf:63,-49.1875,6.141241,32
239,5c:83:8f:41:cf:64,-49.1,4.036087,30
239,5c:83:8f:41:cf:65,-48.03125,5.5084276,32
239,5c:83:8f:41:cf:66,-47.46875,5.3501425,32
239,5c:83:8f:41:cf:67,-49.53125,7.5910487,32
239,5c:83:8f:41:cf:68,-49.115383,6.2531652,26
239,5c:83:8f:41:cf:69,-51.8125,2.390574,32
239,5c:83:8f:41:cf:6a,-48.32143,7.946489,28
239,5c:83:8f:41:cf:6b,-47.03125,5.9816613,32
239,5c:83:8f:41:cf:6c,-48.375,6.1071167,32
239,5c:83:8f:41:cf:6d,-50.066666,3.9237173,60
239,5c:83:8f:41:cf:6e,-49.327274,2.8670826,55
239,5c:83:8f:41:cf:6f,-50.206898,3.3464265,58
239,64:a0:e7:db:fe:20,-86,0,1
239,64:a0:e7:db:fe:23,-85,0,7
239,64:a0:e7:db:fe:24,-90,0,6
239,64:a0:e7:db:fe:2b,-88.0625,0.24206147,16
239,64:a0:e7:db:fe:2c,-86.375,1.6535946,16
239,64:a0:e7:db:fe:2d,-87,0,7
239,64:a0:e7:db:fe:2e,-86.625,3.3888605,8
239,64:a0:e7:db:fe:2f,-86.53333,2.2764497,15
239,64:a0:e7:db:fe:50,-64.27273,5.445447,22
239,64:a0:e7:db:fe:51,-62.32,2.167395,25
239,64:a0:e7:db:fe:52,-62.68,5.1747074,25
239,64:a0:e7:db:fe:53,-61.4,3.5972211,20
239,64:a0:e7:db:fe:54,-61.96552,4.3902926,29
239,64:a0:e7:db:fe:5b,-74.28571,4.9052243,28
239,64:a0:e7:db:fe:5c,-74.76923,3.4896297,26
239,64:a0:e7:db:fe:5d,-73.15625,3.7592335,32
239,64:a0:e7:db:fe:5e,-72.625,3.4528067,32
239,64:a0:e7:db:fe:5f,-72.53125,3.774788,32
239,64:a0:e7:f8:de:30,-75.42857,0.49487165,7
239,64:a0:e7:f8:de:31,-73.55556,0.6849349,9
239,64:a0:e7:f8:de:32,-73.14286,2.474358,7
239,64:a0:e7:f8:de:33,-74.22222,1.7497795,9
239,64:a0:e7:f8:de:34,-72.5,0.5,8
239,64:a0:e7:f8:de:3b,-73.3125,3.940475,32
239,64:a0:e7:f8:de:3c,-75.25926,3.4057975,27
239,64:a0:e7:f8:de:3d,-73.1875,2.7775607,32
239,64:a0:e7:f8:de:3e,-73.4375,2.5487435,32
239,64:a0:e7:f8:de:3f,-73.0625,3.3348303,32
239,64:a0:e7:fe:3b:e0,-76.818184,3.2422826,11
239,64:a0:e7:fe:3b:e2,-74.55,2.1558065,20
239,64:a0:e7:fe:3b:e4,-74.76471,2.1836128,17
239,64:a0:e7:fe:3b:eb,-88,0,5
239,64:a0:e7:fe:3b:ec,-86.89286,3.518718,28
239,64:a0:e7:fe:3b:ed,-84.42308,2.5445735,26
239,64:a0:e7:fe:3b:ee,-83.61539,3.1874387,26
239,64:a0:e7:fe:3b:ef,-85.5,1.8929694,24
239,64:a0:e7:fe:40:e0,-62.055557,5.038432,18
239,64:a0:e7:fe:40:e1,-62.96154,3.513499,26
239,64:a0:e7:fe:40:e2,-60.3,1.3820277,20
239,64:a0:e7:fe:40:e3,-66.44,2.467063,25
239,64:a0:e7:fe:40:e4,-63.65,5.772998,20
239,64:a0:e7:fe:40:eb,-73.82143,4.698431,28
239,64:a0:e7:fe:40:ec,-73.71875,3.801598,32
239,64:a0:e7:fe:40:ed,-72.28125,2.7526622,32
239,64:a0:e7:fe:40:ee,-72.21875,2.7583325,32
239,64:a0:e7:fe:40:ef,-72.1875,2.5302854,32
239,64:a0:e7:fe:45:b0,-80,0,1
239,64:a0:e7:fe:45:b2,-90,0,6
239,64:a0:e7:fe:45:b3,-86.61539,0.48650432,13
239,64:a0:e7:fe:45:bb,-80.541664,4.2815413,24
239,64:a0:e7:fe:45:bc,-80.666664,3.6918318,27
239,64:a0:e7:fe:45:bd,-79.65625,2.8680282,32
239,64:a0:e7:fe:45:be,-79.8,2.8913658,30
239,64:a0:e7:fe:45:bf,-79.6875,2.9626582,32
239,64:a0:e7:fe:47:00,-63.066666,3.4344661,15
239,64:a0:e7:fe:47:01,-59.173912,2.0141277,23
239,64:a0:e7:fe:47:02,-58.35294,1.1852612,17
239,64:a0:e7:fe:47:03,-62.227272,2.4108055,22
239,64:a0:e7:fe:47:04,-62,0,11
239,64:a0:e7:fe:47:0b,-74.42857,4.1181526,14
239,64:a0:e7:fe:47:0c,-78.75,3.49106,16
239,64:a0:e7:fe:47:0d,-75.344826,2.0557046,29
239,64:a0:e7:fe:47:0e,-75.14286,1.2453996,28
